aid	deepl_title
128060	Aue misses out on home win against Duisburg, bottom of table
128061	More than 140 people die from adulterated liquor
128062	Magdeburg squanders victory against Paderborn
128063	HSV loses despite lead in Regensburg
128064	ASS sets handed over to Eifel hospitals
128065	"Pupils argue competently at ""Jugend debattiert"
128066	Setting the stage for the children
128067	The founder of the foundation came for encouragement
128068	More than every second deportation failed in 2018
128069	Active honored with gold socks
128070	Kelly Knight Craft's husband is a billionaire and donated to Trump
128071	Dispute over politically correct costumes flared up
128072	Deutz school is a pioneer in digital transformation
128073	Wind turbine manufacturer Senvion fears for financing
128074	German jumpers and combined athletes continue to clean up at the World Championships
128075	Railroad operates special trains between Oberberg and Cologne
128076	Plasberg wants to talk about homeland - and triggers racism debate
128077	Green Belt for All Initiative as Caterpillar Neverending
128078	"""I do not care that there are now Gremiem rumtagen"""
128079	A team like a cry for help
128080	Shoe sole detached from basketball player: Nike share drops
128081	City of Cologne wants to bring life back to ghost houses
128082	Gummersbach local court has moved
128085	A victory against Sandhausen that was not a success
128087	In Wipperfürth, the mothers' coffee is celebrated in a big way
128088	Verdi boss accuses parcel services of mafia-like structures
128089	"300 jecke Pänz celebrate ""Supi-Talents"
128092	Man City wins League Cup against Chelsea in penalty shootout
128093	Bayer 04 plays BVB to the yellow wall at times - and loses
128095	"""I think it's totally discriminatory"""
128096	"Pietro Lombardi: ""Sarah and I have divorced""."
128098	Dreigestirn with surprise visit with Stunksitzung
128099	Topping-out ceremony in the Antoniter Quarter in Cologne
128100	Trump postpones deadline in trade dispute with China
128101	"""Bild"": Schalke wants Reschke and Boldt as Heidel successors"
128102	These flea markets and flea markets will take place in Leverkusen this year
128103	Well prepared for the hoped-for onslaught of carnies
128104	Henke withdraws lawsuit
128105	What to do when unemployment is imminent
128106	Theologian: Church must stop feeling sorry for itself
128107	Nine injured in fire in Hennef town center
128108	Höhner and Kasalla provide for tendency in the city hall
128109	Troisdorf citizens defend themselves against Aggua conversion
128110	Parkhotel in Schleidtal burned down - arson?
128111	These are the things flight attendants look for when flying private
128112	Fun in the city of bad mood
128113	45 examinees take the final firefighting test
128114	"Racism drama ""Green Book"" best Oscar film"
128115	How the horses come through the crowd calmly
128116	Chelsea goalkeeper Kepa refuses substitution and causes an éclat
128117	R. Kelly can not pay bail
128118	Alfonso Cuarón: With childhood memories to a second Oscar
128119	Rami Malek: A rocky road to the Oscar
128120	A gala of minorities
128121	Roads and sewers need to be rehabilitated in the city area
128122	Germany gave 437 refugees money for Syria return trip
128123	Olivia Colman: With a courageous tour de force to her first Oscar
128124	Verdi calls for warning strike at university hospitals
128127	Everyone, even the bishop, fires against the Vatican
128128	Glyphosate litigation in the United States: Avalanche of lawsuits against Bayer rolls in
128129	This Rösrath team plans the most beautiful day in life for couples
128130	Trump starts argument in the Oval Office - Chinese guest must laugh
128131	Ex-Schalker Asamoah: Tedesco should continue to work at Schalke
128132	Majority in favor of total ban on tobacco advertising
128133	Alliance Eifel against right demonstrates against AfD
128135	Report: Greens record high membership growth in 2018
128136	This is how the Eifel starts the street carnival
128138	The Left Struggles to Chart its Course on Europe
128139	Vietnam pulls out Kim's double
128140	5000 spectators experienced the longest Waldbröler carnival procession so far
128141	Cologne University Hospital expects major restrictions on treatments
128143	Barley: Real estate buyers should pay broker's fee
128144	Hoffenheim wants to present Nagelsmann successor soon
128145	Man dies from injury - gaffer prosecuted
128146	Rules watchdogs: Video evidence has made soccer fairer
128147	Merger with UASC gives Hapag-Lloyd a boost
128148	Fashion tops and flops at the Oscars
128149	Military ring reopened after accident
128150	Young dog freed from rubble pile
128152	New program takes aim at the secular and the spiritual
128153	Freight train derailed on bridge over A40: Freeway closed
128154	New Peugeot 208 also comes as an electric car
128155	Ex-Bundestrainer Bauermann takes over team in Turkey
128156	Närrinnen run up in Rott to top form
128157	CDU Kürten criticizes missing bus shelter
128158	Cancer patient Mohring shows great fighting spirit in election campaign
128160	Freight train derails on highway bridge - driver injured
128161	Stolen rickshaw has reappeared in front of Cologne university
128162	Weakening automotive sector weighs heavily on Covestro
128163	Olivia Colman wants to take her Oscar to bed with her
128164	Driven
128165	"More than nine million watch ""Tatort"" in Franconia"
128166	"DSV wants to keep Schuster ""very much"" in the federation"
128167	Dangerous mosquito species spreading in Germany
128168	Shots at Turkish wedding scare local residents
128169	Education minister: Digital pact can start this year
128170	Kerber is now only number eight in the tennis world
128171	Uli Hoeneß celebrates Bayern Munich off
128172	"Track cyclists hope for push from ""fan girl"" Vogel"
128173	Baby killed - psychiatry and juvenile sentence for 19-year-old
128174	Gauland eyes departure from politics
128175	"""Whether working is better for the pocket, I don't know""."
128176	Horrem sports club celebrates its 100th anniversary
128178	Sabitzer: For title RB must develop playfully
128179	BMW pays fine in the millions for software glitch
128180	Prince Harry and Duchess Meghan visit Morocco
128181	New logo for Leichlingen shows an apple
128182	Media scolding for Cristiano Ronaldo
128183	"Stephen King's ""Misery"" at the Bergneustadt Playhouse"
128184	Many teachers give lessons without special training
128185	You could also just listen to the woman
128186	Deflagration in refinery on Eupener Straße
128187	Short-time work at VW in Zwickau due to supply bottlenecks
128188	Three dangerous mosquito species spread in Germany
128189	German women's tennis Fed Cup match brought forward
128190	Forsa poll: SPD falls back to 16 percent
128192	Video of Tony Hawk's daughter wows the internet
128193	Expert considers defendant to be fully culpable
128194	Leverkusen solution at FC Schalke 04?
128195	Warning strikes in the public sector in several countries
128196	Federal Network Agency admits four applicants to 5G auction
128197	Woman kicked in the head and left unconscious
128198	Police excavate suspected drug laboratory
128199	New gold chance for ski jumping women
128200	Encouraging trembling victory: BVB breathes a sigh of relief
128201	Motorcyclist flies through the rear window of a Nissan
128202	Library in Paffrath closed with immediate effect
128203	Dispute over Sunday rolls will probably end up before the BGH
128205	City in Thuringia prints Nazi propaganda in official gazette
128207	Economic plan for urban development remains non-public
128209	Controversial penalty for Real Madrid outrages all Spain
128210	What FC coach Markus Anfang says
128211	Shots fired at wedding in Oberhausen
128212	Youths blow up cigarette vending machine in Cologne-Weidenpesch
128213	Dutch royal family on skiing vacation
128215	Oil prices fall after Trump's criticism of Opec price policy
128216	These are mobile trends 2019
128217	"""Grief is not always black - with glitter also goes""."
128218	Nationwide stadium ban for three Hoffenheim fans
128219	Maximum sentence demanded for 18-year-old defendant
128220	Oscar winner Spike Lee had two acceptance speeches ready
128222	Hat industry benefits from hot summer
128223	Three injured on the train - Federal police officer arrests thugs
128225	Peter Bosz and his chosen ones
128226	Fabian Ernst owns Danish second division club
128228	Fabian Ernst has taken over Danish soccer club
128229	Schalke 04 again facing upheaval: search for Heidel successor
128230	Money laundering trial: ex-Barça boss faces eleven years in prison
128231	"WDR Director-General Buhrow Criticizes ARD's ""Framing Manual"
128232	"Oscar winner ""Green Book"" moves up to three"
128233	Chlorosilanes leaked at Leverkusen Chempark
128234	"""The people of Cologne said: We'll get it done""."
128235	How unusual is the early spring in NRW?
128236	EU Council President Tusk in favor of Brexit postponement - May opposes it
128237	Public prosecutor's office closes investigation against Jan Ullrich
128238	"""Miss Saigon"" actors visit Cologne star restaurant"
128239	Chanel shows Karl Lagerfeld's last collection
128240	Real bans plastic bags for fruit and vegetables
128241	Injured English soccer fan: Schalke fan in U custody
128242	Most Germans have sexual fantasies of colleagues
128243	RE 6 connection from Düsseldorf to Cologne restricted
128244	Young stone-throwers face several years in prison
128245	Three injured after head-on collision in Alperbrück
128247	US American gets $21 million in compensation
